,value,count
0,2845955.0,1
1,,1
2,,1
3,31127674.0,1
4,45376763.0,1
5,2967900.0,1
6,25598869.0,1
7,8935112.0,1
8,10085900.0,1
9,,1
10,169660274.0,1
11,11539878.0,1
12,,1
13,64054.0,1
14,11633371.0,1
15,,1
16,,1
17,212347290.0,1
18,6951482.0,1
19,21510181.0,1
20,15288489.0,1
21,38246955.0,1
22,16244513.0,1
23,19458310.0,1
24,1409778724.0,1
25,50372424.0,1
26,5111238.0,1
27,4058165.0,1
28,875900.0,1
29,10699142.0,1
30,,1
31,,1
32,101189802.0,1
33,6765753.0,1
34,1328976.0,1
35,100829000.0,1
36,5503335.0,1
37,67146000.0,1
38,,1
39,2176766.0,1
40,3716858.0,1
41,83122889.0,1
42,30955202.0,1
43,10724599.0,1
44,,1
45,,1
46,16858333.0,1
47,744962.0,1
48,9304380.0,1
49,,1
50,9769526.0,1
51,,1
52,1425775850.0,1
53,269603400.0,1
54,83955821.0,1
55,40150200.0,1
56,4977400.0,1
57,9280200.0,1
58,60026546.0,1
59,26453542.0,1
60,125800000.0,1
61,18815536.0,1
62,47564296.0,1
63,,1
64,,1
65,6596500.0,1
66,7231210.0,1
67,1898400.0,1
68,38749.0,1
69,2794870.0,1
70,626108.0,1
71,,1
72,26251309.0,1
73,32708730.0,1
74,383135.0,1
75,514564.0,1
76,127792286.0,1
77,2640438.0,1
78,3348124.0,1
79,621873.0,1
80,54817919.0,1
81,29996478.0,1
82,17531181.0,1
83,,1
84,5095668.0,1
85,6527691.0,1
86,206139587.0,1
87,,1
88,5374807.0,1
89,220892331.0,1
90,4278500.0,1
91,32625948.0,1
92,109441605.0,1
93,38352000.0,1
94,10295909.0,1
95,3193694.0,1
96,,1
97,19317984.0,1
98,146748590.0,1
99,12663116.0,1
100,,1
101,16705608.0,1
102,6926705.0,1
103,5685807.0,1
104,5460136.0,1
105,2100126.0,1
106,59622350.0,1
107,,1
108,47329981.0,1
109,,1
110,42996555.0,1
111,590100.0,1
112,10379295.0,1
113,8632703.0,1
114,,1
115,,1
116,9313800.0,1
117,66577342.0,1
118,1366725.0,1
119,84140990.0,1
120,,1
121,,1
122,,1
123,41583600.0,1
124,41723998.0,1
125,,1
126,66796807.0,1
127,3530912.0,1
128,34529473.0,1
129,96483981.0,1
130,17885422.0,1
